Date,Bitcoin Core (BTC) Price,Market Capitalization,Money Supply,Chain Value Density,Price Volatility,Daily Transactions,Transaction Value,Total Transactions,Miner Revenue,Hash Rate,Difficulty,Inflation Rate,Transaction Size,Output Volume,ETH_USD,Ripple_USD,VIX Index,SPX Index,US 3MTH LIBOR
1/1/2010,0,0,1624700,0,,138,0,32713,6900,7.65E-06,1,56.3042,136,0,,,21.68,1115.1,0.25063
1/2/2010,0,0,1631300,0,,134,0,32847,6600,7.53E-06,1,56.2034,136,100,,,21.68,1115.1,0.25063
1/3/2010,0,0,1637600,0,,126,0,32973,6300,7.19E-06,1,56.1022,136,0,,,21.68,1115.1,0.25063
1/4/2010,0,0,1646900,0,,186,0,33159,9300,7.32E-06,1,56.0296,136,0,,,20.04,1132.98,0.25438
1/5/2010,0,0,1655950,0,,183,0,33342,9050,7.63E-06,1,55.9413,162,20804.35,,,19.35,1136.52,0.2525
1/6/2010,0,0,1665850,0,,198,0,33540,9900,7.83E-06,1,55.8413,136,0,,,19.16,1137.14,0.25
1/7/2010,0,0,1674000,0,,163,0,33703,8150,7.98E-06,1,55.7419,136,0,,,19.06,1141.7,0.24938
1/8/2010,0,0,1681700,0,,154,0,33857,7700,8.10E-06,1,55.6569,136,0,,,18.13,1144.98,0.25125
1/9/2010,0,0,1689350,0,,153,0,34010,7650,8.24E-06,1,55.5214,136,0,,,18.13,1144.98,0.25125
1/10/2010,0,0,1696900,0,,151,0,34161,7550,8.42E-06,1,55.4073,136,0,,,18.13,1144.98,0.25125
1/11/2010,0,0,1706400,0,,190,0,34351,9500,8.45E-06,1,55.2825,136,0,,,17.55,1146.98,0.25125
1/12/2010,0,0,1714350,0,,159,0,34510,7950,8.29E-06,1,55.1241,136,0,,,18.25,1136.22,0.25125
1/13/2010,0,0,1722300,0,,161,0,34671,7950.26,8.02E-06,1,55.0085,187,10799.62,,,17.85,1145.68,0.25125
1/14/2010,0,0,1730500,0,,166,0,34837,8200,8.02E-06,1,54.8661,136,58,,,17.63,1148.46,0.25125
1/15/2010,0,0,1737650,0,,145,0,34982,7150,7.95E-06,1,54.7329,139,405,,,17.91,1136.03,0.25125
1/16/2010,0,0,1744700,0,,142,0,35124,7050,7.86E-06,1,54.5936,137,200.74,,,17.91,1136.03,0.25125
1/17/2010,0,0,1750950,0,,126,0,35250,6250,7.68E-06,1,54.4515,138,251,,,17.91,1136.03,0.25125
1/18/2010,0,0,1757500,0,,131,0,35381,6550,7.26E-06,1,54.3146,136,0,,,17.91,1136.03,0.25125
1/19/2010,0,0,1763750,0,,126,0,35507,6250,7.02E-06,1,54.1616,136,50,,,17.58,1150.23,0.24875
1/20/2010,0,0,1769950,0,,124,0,35631,6200,6.77E-06,1,53.9688,135,0,,,18.68,1138.04,0.249
1/21/2010,0,0,1777850,0,,158,0,35789,7900,6.73E-06,1,53.7633,135,0,,,22.27,1116.48,0.24888
1/22/2010,0,0,1786600,0,,184,0,35973,8750,6.95E-06,1,53.5637,141,688.29,,,27.31,1091.76,0.24888
1/23/2010,0,0,1793250,0,,136,0,36109,6650,6.90E-06,1,53.4045,137,250,,,27.31,1091.76,0.24888
1/24/2010,0,0,1801250,0,,162,0,36271,8000,7.14E-06,1,53.3349,136,51,,,27.31,1091.76,0.24888
1/25/2010,0,0,1808950,0,,155,0,36426,7700,7.31E-06,1,53.2018,136,50,,,25.41,1096.79,0.24906
1/26/2010,0,0,1819500,0,,215,0,36641,10550,7.92E-06,1,53.0584,152,3300,,,24.55,1092.17,0.24875
1/27/2010,0,0,1829250,0,,201,0,36842,9750,8.42E-06,1,52.8817,139,873,,,23.14,1097.5,0.24875
1/28/2010,0,0,1837450,0,,166,0,37008,8200,8.46E-06,1,52.6886,142,1000,,,23.73,1084.53,0.24875
1/29/2010,0,0,1846300,0,,179,0,37187,8850,8.48E-06,1,52.5525,142,1050,,,24.62,1073.87,0.24875
1/30/2010,0,0,1856150,0,,201,0,37388,9850,8.93E-06,1,52.3766,140,950,,,24.62,1073.87,0.24875
1/31/2010,0,0,1866650,0,,214,0,37602,10500,9.29E-06,1,52.1459,144,1700,,,24.62,1073.87,0.24875
2/1/2010,0,0,1874900,0,,167,0,37769,8250,9.37E-06,1,51.9466,142,1100,,,22.59,1089.19,0.24906
2/2/2010,0,0,1884100,0,,193,0,37962,9200,9.18E-06,1,51.88,141,2600,,,21.48,1103.32,0.24906
2/3/2010,0,0,1891350,0,,146,0,38108,7250,8.82E-06,1,51.8464,143,1050,,,21.6,1097.28,0.25031
2/4/2010,0,0,1904850,0,,272,0,38380,13500,9.57E-06,1,51.7781,136,300,,,26.08,1063.11,0.24906
2/5/2010,0,0,1916300,0,,234,0,38614,11450,1.16E-05,2,51.6605,145,2049.99,,,26.11,1066.19,0.24875
2/6/2010,0,0,1927450,0,,227,0,38841,11150,1.33E-05,2,51.4806,198,12249,,,26.11,1066.19,0.24875
2/7/2010,0,0,1937050,0,,206,0,39047,9600,1.46E-05,2,51.2072,141,2100,,,26.11,1066.19,0.24875
2/8/2010,0,0,1947900,0,,222,0,39269,10850,1.65E-05,2,50.9604,138,499,,,26.51,1056.74,0.24969
2/9/2010,0,0,1957900,0,,208,0,39477,10000,1.80E-05,2,50.8063,169,6703,,,26,1070.52,0.25
2/10/2010,0,0,1968250,0,,210,0,39687,10350.44,1.99E-05,2,50.6778,250,20899.56,,,25.4,1068.14,0.25
2/11/2010,0,0,1976650,0,,173,0,39860,8400,2.04E-05,2,50.6007,239,30300,,,23.96,1078.47,0.25
2/12/2010,0,0,1985100,0,,174,0,40034,8450,1.95E-05,2,50.5921,159,3700,,,22.73,1075.51,0.25
2/13/2010,0,0,1994250,0,,188,0,40222,9150,1.90E-05,2,50.5676,154,7650,,,22.73,1075.51,0.25
2/14/2010,0,0,2005850,0,,235,0,40457,11600,1.95E-05,2,50.5272,156,6199,,,22.73,1075.51,0.25
2/15/2010,0,0,2016250,0,,219,0,40676,10400,2.09E-05,3,50.4901,151,19624.51,,,22.73,1075.51,0.25
2/16/2010,0,0,2025050,0,,185,0,40861,8800,2.18E-05,3,50.4878,163,4549.98,,,22.25,1094.87,0.25
2/17/2010,0,0,2034800,0,,201,0,41062,9750,2.30E-05,3,50.4803,139,763.37,,,21.72,1099.51,0.25
2/18/2010,0,0,2046750,0,,250,0,41312,11950,2.57E-05,3,50.4209,140,58722.5,,,20.63,1106.75,0.25
2/19/2010,0,0,2057150,0,,215,0,41527,10400,2.78E-05,3,50.3409,150,2899,,,20.02,1109.17,0.25063
2/20/2010,0,0,2066750,0,,195,0,41722,9600,2.92E-05,3,50.3169,137,100.01,,,20.02,1109.17,0.25063
2/21/2010,0,0,2077150,0,,210,0,41932,10400,3.04E-05,3,50.3144,139,650,,,20.02,1109.17,0.25063
2/22/2010,0,0,2088300,0,,227,0,42159,11150,3.07E-05,3,50.2742,167,6266.83,,,19.94,1108.02,0.25125
2/23/2010,0,0,2101300,0,,265,0,42424,13000,3.25E-05,3,50.2049,188,14300,,,21.37,1094.6,0.25194
2/24/2010,0,0,2113800,0,,251,0,42675,12500,3.37E-05,3,50.1885,136,50,,,20.27,1105.24,0.25219
2/25/2010,0,0,2122350,0,,177,0,42852,8550,3.34E-05,4,50.1207,170,5300,,,20.1,1102.94,0.25194
2/26/2010,0,0,2130050,0,,158,0,43010,7700,3.34E-05,4,50.0596,187,10600,,,19.5,1104.49,0.25194
2/27/2010,0,0,2138650,0,,176,0,43186,8600,3.42E-05,4,49.9435,140,10949,,,19.5,1104.49,0.25194
2/28/2010,0,0,2147250,0,,175,0,43361,8600,3.46E-05,4,49.9236,138,451,,,19.5,1104.49,0.25194
3/1/2010,0,0,2155050,0,,159,0,43520,7800,3.43E-05,4,49.8739,161,5299,,,19.26,1115.71,0.25194
3/2/2010,0,0,2164800,0,,199,0,43719,9750,3.43E-05,4,49.7866,144,1600,,,19.06,1118.31,0.25169
3/3/2010,0,0,2174200,0,,193,0,43912,9400,3.43E-05,4,49.7104,147,2000,,,18.83,1118.79,0.25169
3/4/2010,0,0,2181800,0,,158,0,44070,7600,3.38E-05,4,49.6383,180,10200,,,18.72,1122.97,0.25194
3/5/2010,0,0,2191050,0,,188,0,44258,9250,3.47E-05,4,49.5006,254,19350,,,17.42,1138.7,0.25194
3/6/2010,0,0,2199600,0,,173,0,44431,8550,3.46E-05,4,49.4067,136,150,,,17.42,1138.7,0.25194
3/7/2010,0,0,2208450,0,,183,0,44614,8850,3.48E-05,4,49.3217,165,23747.39,,,17.42,1138.7,0.25194
3/8/2010,0,0,2217400,0,,183,0,44797,8950,3.54E-05,4,49.2194,163,7500,,,17.79,1138.51,0.25219
3/9/2010,0,0,2223650,0,,130,0,44927,6250,3.43E-05,5,49.0912,217,9045.18,,,17.92,1140.45,0.25363
3/10/2010,0,0,2230950,0,,148,0,45075,7300,3.42E-05,5,48.9576,167,4050,,,18.57,1145.61,0.25425
3/11/2010,0,0,2239050,0,,169,0,45244,8100,3.56E-05,5,48.8851,148,2599.99,,,18.06,1150.24,0.2555
3/12/2010,0,0,2245700,0,,136,0,45380,6650,3.51E-05,5,48.7995,162,3200,,,17.58,1149.99,0.25563
3/13/2010,0,0,2251750,0,,123,0,45503,6050,3.45E-05,5,48.7049,138,350,,,17.58,1149.99,0.25563
3/14/2010,0,0,2259400,0,,154,0,45657,7650,3.49E-05,5,48.6173,149,1800,,,17.58,1149.99,0.25563
3/15/2010,0,0,2265650,0,,127,0,45784,6250,3.43E-05,5,48.5264,140,1550,,,18,1150.51,0.25703
3/16/2010,0,0,2272400,0,,140,0,45924,6750,3.46E-05,5,48.4449,137,152,,,17.69,1159.46,0.25719
3/17/2010,0,0,2278700,0,,129,0,46053,6300,3.39E-05,5,48.3644,146,1201,,,16.91,1166.21,0.25763
3/18/2010,0,0,2285500,0,,139,0,46192,6800,3.30E-05,5,48.2403,145,1250,,,16.62,1165.83,0.26088
3/19/2010,0,0,2292500,0,,150,0,46342,7000,3.32E-05,5,48.1472,190,6900,,,16.97,1159.9,0.26638
3/20/2010,0,0,2300150,0,,161,0,46503,7650,3.44E-05,5,48.081,159,3396,,,16.97,1159.9,0.26638
3/21/2010,0,0,2309750,0,,204,0,46707,9600,3.58E-05,5,47.9823,152,4950,,,16.97,1159.9,0.26638
3/22/2010,0,0,2318900,0,,191,0,46898,9150,3.78E-05,5,47.8483,137,502,,,16.87,1165.81,0.271
3/23/2010,0,0,2327850,0,,185,0,47083,8950,3.94E-05,5,47.7905,146,2400,,,16.35,1174.17,0.2775
3/24/2010,0,0,2338200,0,,220,0,47303,10350,4.23E-05,5,47.7128,155,3986.93,,,17.55,1167.72,0.28188
3/25/2010,0,0,2346750,0,,182,0,47485,8550,4.35E-05,5,47.6435,144,1800,,,18.4,1165.73,0.28353
3/26/2010,0,0,2356100,0,,202,0,47687,9350,4.52E-05,5,47.5933,207,24101,,,17.77,1166.59,0.28491
3/27/2010,0,0,2365950,0,,213,0,47900,9850,4.67E-05,5,47.5049,152,4000,,,17.77,1166.59,0.28491
3/28/2010,0,0,2374850,0,,185,0,48085,8900,4.62E-05,5,47.4217,144,3050,,,17.77,1166.59,0.28491
3/29/2010,0,0,2384150,0,,191,0,48276,9300,4.63E-05,5,47.3393,137,1700,,,17.59,1173.22,0.28781
3/30/2010,0,0,2393900,0,,207,0,48483,9750,4.69E-05,5,47.2163,150,3450,,,17.13,1173.27,0.28875
3/31/2010,0,0,2404650,0,,221,0,48704,10750,4.72E-05,5,47.0925,137,550,,,17.59,1169.43,0.29013
4/1/2010,0,0,2415100,0,,216,0,48920,10450,4.85E-05,5,46.9746,142,1624.2,,,17.47,1178.1,0.29088
4/2/2010,0,0,2423500,0,,177,0,49097,8400,4.91E-05,6,46.9033,141,1250,,,17.47,1178.1,0.29088
4/3/2010,0,0,2431300,0,,161,0,49258,7800,4.87E-05,6,46.772,142,1000,,,17.47,1178.1,0.29088
4/4/2010,0,0,2439350,0,,166,0,49424,8050,4.92E-05,6,46.6685,144,1723.48,,,17.47,1178.1,0.29088
4/5/2010,0,0,2447900,0,,183,0,49607,8550.26,4.99E-05,6,46.5996,153,3449.74,,,17.02,1187.44,0.2915
4/6/2010,0,0,2455550,0,,181,0,49788,7650,4.95E-05,6,46.5093,182,10637.19,,,16.23,1189.44,0.2915
4/7/2010,0,0,2463500,0,,174,0,49962,7950,4.87E-05,6,46.413,170,5141,,,16.62,1182.45,0.29488
4/8/2010,0,0,2473150,0,,204,0,50166,9650,4.95E-05,6,46.2994,165,5503.14,,,16.48,1186.44,0.29525
4/9/2010,0,0,2482300,0,,198,0,50364,9150,5.01E-05,6,46.1656,155,3738.74,,,16.14,1194.37,0.294
4/10/2010,0,0,2491750,0,,221,0,50585,9450,5.15E-05,6,46.0368,183,28907.96,,,16.14,1194.37,0.294
4/11/2010,0,0,2504750,0,,301,0,50886,13000,5.57E-05,6,45.918,193,15054.05,,,16.14,1194.37,0.294
4/12/2010,0,0,2515900,0,,262,0,51148,11150,5.79E-05,6,45.7913,167,16038.16,,,15.58,1196.48,0.29781
4/13/2010,0,0,2526050,0,,248,0,51396,10150,6.30E-05,8,45.6463,170,28685.76,,,16.2,1197.3,0.30041
4/14/2010,0,0,2535500,0,,210,0,51606,9450,6.69E-05,8,45.5728,142,2141,,,15.59,1210.65,0.30281
4/15/2010,0,0,2544500,0,,255,0,51861,9000,6.89E-05,8,45.482,162,62046.09,,,15.89,1211.67,0.30375
4/16/2010,0,0,2555300,0,,257,0,52118,10800,7.34E-05,8,45.3874,196,57380.31,,,18.36,1192.13,0.30438
4/17/2010,0,0,2565400,0,,233,0,52351,10100,7.68E-05,8,45.2597,186,12879.47,,,18.36,1192.13,0.30438
4/18/2010,0,0,2576450,0,,251,0,52602,11050,7.83E-05,8,45.0795,156,4248.13,,,18.36,1192.13,0.30438
4/19/2010,0,0,2588700,0,,3354,0,55956,12250,8.27E-05,8,44.9352,177,38058.79,,,17.34,1197.52,0.30531
4/20/2010,0,0,2600300,0,,273,0,56229,11600,8.44E-05,8,44.7593,188,23628.84,,,15.73,1207.18,0.30531
4/21/2010,0,0,2610550,0,,243,0,56472,10250,8.53E-05,8,44.5652,174,14485,,,16.32,1205.95,0.30719
4/22/2010,0,0,2621500,0,,253,0,56725,10950,9.22E-05,11,44.329,168,8128.81,,,16.47,1208.67,0.31281
4/23/2010,0,0,2629450,0,,198,0,56923,7950,9.23E-05,11,44.2245,151,21692.85,,,16.62,1217.28,0.31578
4/24/2010,0,0,2636950,0,,200,0,57123,7500,9.25E-05,11,44.0871,151,3904.03,,,16.62,1217.28,0.31578
4/25/2010,0,0,2645350,0,,202,0,57325,8400,9.31E-05,11,43.9534,176,11863.06,,,16.62,1217.28,0.31578
4/26/2010,0,0,2653250,0,,203,0,57528,7900,9.15E-05,11,43.7748,181,15915.8,,,17.47,1212.05,0.32063
4/27/2010,0,0,2661450,0,,213,0,57741,8200,9.12E-05,11,43.5488,166,17195.49,,,22.81,1183.71,0.32375
4/28/2010,0,0,2670450,0,,232,0,57973,9000,9.36E-05,11,43.3003,153,3433.94,,,21.08,1191.36,0.32781
4/29/2010,0,0,2679450,0,,228,0,58201,9000,9.05E-05,11,43.0558,167,9418.59,,,18.44,1206.78,0.33781
4/30/2010,0,0,2686800,0,,179,0,58380,7350,8.96E-05,11,42.8209,147,4579.31,,,22.05,1186.69,0.34438
5/1/2010,0,0,2694000,0,,169,0,58549,7200,8.91E-05,11,42.7286,151,61370.32,,,22.05,1186.69,0.34438
5/2/2010,0,0,2703150,0,,211,0,58760,9150,9.03E-05,11,42.6664,148,5398.6,,,22.05,1186.69,0.34438
5/3/2010,0,0,2710900,0,,182,0,58942,7750,9.01E-05,11,42.5897,154,4298,,,20.19,1202.26,0.34656
5/4/2010,0,0,2718850,0,,186,0,59128,7950,8.97E-05,11,42.529,184,9702,,,23.84,1173.6,0.35313
5/5/2010,0,0,2725650,0,,176,0,59304,6800,8.82E-05,13,42.4603,169,15000.12,,,24.91,1165.9,0.36016
5/6/2010,0,0,2732500,0,,163,0,59467,6850,8.68E-05,13,42.3535,200,19109.66,,,32.8,1128.15,0.37359
5/7/2010,0,0,2739950,0,,179,0,59646,7450,8.90E-05,13,42.2502,204,16201.01,,,40.95,1110.89,0.42813
5/8/2010,0,0,2746550,0,,158,0,59804,6600,9.00E-05,13,42.1448,165,34604,,,40.95,1110.89,0.42813
5/9/2010,0,0,2754250,0,,179,0,59983,7700,8.99E-05,13,42.0217,169,16320.26,,,40.95,1110.89,0.42813
5/10/2010,0,0,2761400,0,,185,0,60168,7150,9.10E-05,13,41.9112,160,10328.4,,,28.84,1159.73,0.42125
5/11/2010,0,0,2767800,0,,155,0,60323,6400,9.04E-05,13,41.7752,186,8413.78,,,28.32,1155.79,0.42281
5/12/2010,0,0,2773350,0,,130,0,60453,5550,8.81E-05,13,41.7024,148,2050.15,,,25.52,1171.67,0.43019
5/13/2010,0,0,2779700,0,,160,0,60613,6350,8.71E-05,13,41.6181,183,21720.11,,,26.68,1157.44,0.43588
5/14/2010,0,0,2786100,0,,166,0,60779,6400,8.52E-05,13,41.4829,155,10857.78,,,31.24,1135.68,0.44506
5/15/2010,0,0,2792250,0,,154,0,60933,6156.71,8.44E-05,13,41.3486,377,15754.23,,,31.24,1135.68,0.44506
5/16/2010,0,0,2796800,0,,112,0,61045,4552.64,7.86E-05,13,41.2063,632,3174,,,31.24,1135.68,0.44506
5/17/2010,0,0,2802450,0,,133,0,61178,5650,7.58E-05,13,41.0813,150,2438.64,,,30.84,1136.94,0.46
5/18/2010,0,0,2809600,0,,178,0,61356,7150,7.72E-05,13,40.9433,169,10726.48,,,33.55,1120.8,0.46469
5/19/2010,0,0,2818000,0,,224,0,61580,8400,8.24E-05,13,40.7965,163,13420.9,,,35.32,1115.05,0.4775
5/20/2010,0,0,2826200,0,,206,0,61786,8200,8.47E-05,12,40.6113,171,11304.61,,,45.79,1071.59,0.48406
5/21/2010,0,0,2836350,0,,238,0,62024,10150,9.02E-05,12,40.5374,155,4684.97,,,40.1,1087.69,0.49688
5/22/2010,0,0,2845150,0,,234,0,62258,8800,9.38E-05,12,40.4596,166,38975.96,,,40.1,1087.69,0.49688
5/23/2010,0,0,2854900,0,,227,0,62485,9750.99,0.000102034,12,40.3679,225,45076.54,,,40.1,1087.69,0.49688
5/24/2010,0,0,2865450,0,,309,0,62794,10550,0.000109583,12,40.255,161,21688.36,,,38.32,1073.65,0.50969
5/25/2010,0,0,2874850,0,,249,0,63043,9400,0.000112402,12,40.1391,150,6206,,,34.61,1074.03,0.53625
5/26/2010,0,0,2885350,0,,255,0,63298,10500,0.000114788,12,39.9823,157,7600,,,35.02,1067.95,0.53781
5/27/2010,0,0,2896500,0,,287,0,63585,11150,0.000119816,12,39.8173,167,16840.97,,,29.68,1103.06,0.53844
5/28/2010,0,0,2906100,0,,267,0,63852,9600,0.000118879,12,39.6672,168,14611.51,,,32.07,1089.41,0.53625
5/29/2010,0,0,2917250,0,,276,0,64128,11150,0.000122884,12,39.5442,153,29357.11,,,32.07,1089.41,0.53625
5/30/2010,0,0,2926450,0,,244,0,64372,9200,0.00012848,17,39.5176,160,44601,,,32.07,1089.41,0.53625
5/31/2010,0,0,2933900,0,,201,0,64573,7450,0.000128487,17,39.46,156,5412.3,,,32.07,1089.41,0.53625
6/1/2010,0,0,2941000,0,,189,0,64762,7100,0.000129609,17,39.3988,160,7961,,,35.54,1070.71,0.53625
6/2/2010,0,0,2947750,0,,183,0,64945,6750,0.000128011,17,39.3435,159,5793.98,,,30.17,1098.38,0.5375
6/3/2010,0,0,2955100,0,,194,0,65139,7350,0.000126754,17,39.2862,152,7600.62,,,29.46,1102.83,0.53781
6/4/2010,0,0,2962700,0,,238,0,65377,7600,0.000128742,17,39.19,191,9930.76,,,35.48,1064.88,0.53656
6/5/2010,0,0,2968950,0,,169,0,65546,6250,0.00012483,17,39.1194,150,32127.35,,,35.48,1064.88,0.53656
6/6/2010,0,0,2976200,0,,195,0,65741,7250,0.000120121,17,39.0427,161,6550,,,35.48,1064.88,0.53656
6/7/2010,0,0,2983600,0,,198,0,65939,7400,0.000120001,17,38.9778,162,8503.31,,,36.57,1050.47,0.53719
6/8/2010,0,0,2991450,0,,208,0,66147,7850,0.000121811,17,38.9153,205,27149.8,,,33.7,1062,0.53688
6/9/2010,0,0,2999450,0,,222,0,66369,8000,0.00012483,17,38.8908,170,18301,,,33.73,1055.69,0.53656
6/10/2010,0,0,3007850,0,,219,0,66588,8400,0.000127365,17,38.8404,170,63291.57,,,30.57,1086.84,0.53644
6/11/2010,0,0,3015850,0,,219,0,66807,8000,0.000128331,17,38.8124,155,31765.63,,,28.79,1091.6,0.53706
6/12/2010,0,0,3024250,0,,248,0,67055,8400,0.000133522,17,38.7577,163,10378.78,,,28.79,1091.6,0.53706
6/13/2010,0,0,3031000,0,,213,0,67268,6750,0.000132315,17,38.7276,163,14131.1,,,28.79,1091.6,0.53706
6/14/2010,0,0,3039600,0,,244,0,67512,8600,0.000135212,17,38.7003,164,14497,,,28.58,1089.63,0.53706
6/15/2010,0,0,3047650,0,,249,0,67761,8050,0.000135695,17,38.66,188,42876.02,,,25.87,1115.23,0.53894
6/16/2010,0,0,3056850,0,,273,0,68034,9200,0.000138592,17,38.6266,167,36023,,,25.92,1114.61,0.53894
6/17/2010,0,0,3063950,0,,190,0,68224,7100,0.000135453,17,38.5305,187,28559.08,,,25.05,1116.04,0.53925
6/18/2010,0,0,3071250,0,,203,0,68427,7300,0.000133763,17,38.4942,155,21778.45,,,23.95,1117.51,0.53819
6/19/2010,0,0,3078750,0,,192,0,68619,7500,0.00013159,17,38.4492,163,11536.68,,,23.95,1117.51,0.53819
6/20/2010,0,0,3086250,0,,217,0,68836,7500,0.000133401,17,38.408,212,58477.79,,,23.95,1117.51,0.53819
6/21/2010,0,0,3095500,0,,225,0,69061,9250,0.00013497,17,38.3383,158,26963.01,,,24.88,1113.2,0.53838
6/22/2010,0,0,3103200,0,,245,0,69306,7700,0.000134125,17,38.2762,171,38158.09,,,27.05,1095.31,0.53825
6/23/2010,0,0,3111000,0,,229,0,69535,7800,0.000130745,17,38.2584,175,32343.64,,,26.91,1092.04,0.53825
6/24/2010,0,0,3120350,0,,254,0,69789,9350,0.000136178,17,38.2212,170,38595,,,29.74,1073.69,0.53719
6/25/2010,0,0,3128800,0,,242,0,70031,8450,0.000141355,19,38.1666,165,32246.37,,,28.53,1076.77,0.53469
6/26/2010,0,0,3136300,0,,207,0,70238,7500,0.000143485,19,38.1225,152,19168,,,28.53,1076.77,0.53469
6/27/2010,0,0,3144250,0,,203,0,70441,7950,0.00014683,19,38.0785,150,59019.74,,,28.53,1076.77,0.53469
6/28/2010,0,0,3153150,0,,236,0,70677,8900,0.000148513,19,38.0246,156,13268,,,29,1074.57,0.53344
6/29/2010,0,0,3160750,0,,227,0,70904,7600,0.00015043,19,37.9618,160,48863.05,,,34.13,1041.24,0.533
6/30/2010,0,0,3169200,0,,267,0,71171,8450,0.0001544,19,37.9026,188,37909.59,,,34.54,1030.71,0.53394
7/1/2010,0,0,3178300,0,,269,0,71440,9101.37,0.000156381,19,37.8448,431,53599.58,,,32.86,1027.37,0.53331
7/2/2010,0,0,3188850,0,,287,0,71727,10550,0.000162048,19,37.8126,166,27602.91,,,30.12,1022.58,0.53363
7/3/2010,0,0,3197200,0,,247,0,71974,8350,0.000164342,19,37.778,309,110967.71,,,30.12,1022.58,0.53363
7/4/2010,0,0,3207800,0,,278,0,72252,10600,0.000171493,19,37.7374,164,31020,,,30.12,1022.58,0.53363
7/5/2010,0,0,3216100,0,,224,0,72476,8300,0.000169874,19,37.6834,232,18459.5,,,30.12,1022.58,0.53363
7/6/2010,0,0,3225050,0,,250,0,72726,8950,0.000173517,19,37.6466,168,52997.01,,,29.65,1028.06,0.53125
7/7/2010,0,0,3233500,0,,209,0,72935,8450,0.000179518,24,37.5878,158,19535.5,,,26.84,1060.27,0.53113
7/8/2010,0,0,3241300,0,,222,0,73157,7800,0.000181549,24,37.529,195,51570.31,,,25.71,1070.24,0.52988
7/9/2010,0,0,3248850,0,,219,0,73376,7550,0.000178815,24,37.5201,158,14282.94,,,24.98,1077.96,0.5275
7/10/2010,0,0,3258800,0,,267,0,73643,9950,0.000190199,24,37.4983,154,11572,,,24.98,1077.96,0.5275
7/11/2010,0,0,3268700,0,,240,0,73883,9900,0.00019534,24,37.4899,165,20502.74,,,24.98,1077.96,0.5275
7/12/2010,0,0,3277650,0,,417,0,74300,8950,0.00020345,24,37.4655,173,66966.99,,,24.43,1078.75,0.52681
7/13/2010,0,0,3310600,0,,2240,0,76540,32950,0.000291615,24,37.432,199,2582539.97,,,24.56,1095.34,0.52556
7/14/2010,0,0,3345200,0,,1488,0,78028,34600,0.000483951,45,37.4058,178,304168.21,,,24.89,1095.17,0.52594
7/15/2010,0,0,3374100,0,,6126,0,84154,28900.01,0.000642072,45,37.3753,217,318267.95,,,25.14,1096.48,0.52563
7/16/2010,0,0,3405300,0,,1335,0,85489,31200.66,0.000815746,45,37.3624,273,86061.96,,,26.25,1064.88,0.52469
7/17/2010,0,0,3430550,0,,1180,0,86669,25250.27,0.001434525,182,37.3454,189,61599.5,,,26.25,1064.88,0.52469
7/18/2010,0.05,171960,3439200,8082.42,,421,2.69,87090,8650.13,0.001624375,182,37.3379,207,42433.39,,,26.25,1064.88,0.52469
7/19/2010,0.08,275824,3447800,12885.14,,420,3.15,87510,8600.79,0.001816172,182,37.3221,201,19423.36,,,25.97,1071.25,0.52125
7/20/2010,0.09,311085,3456500,14442.76,,508,6.18,88018,8700.05,0.001928744,182,37.3099,207,44525.04,,,23.93,1083.48,0.51781
7/21/2010,0.08,277244,3465550,12760.08,,604,3.79,88622,9050,0.001941541,182,37.2782,242,31386.29,,,25.64,1069.59,0.5125
7/22/2010,0.08,278072,3475900,12728.36,,454,4.22,89076,10350,0.002024373,182,37.2642,196,27082.02,,,24.63,1093.67,0.50625
7/23/2010,0.06,209082,3484700,9528.53,,397,9.42,89473,8800,0.002052438,182,37.2334,187,38774.03,,,23.47,1102.66,0.49781
7/24/2010,0.06,209664,3494400,9512.47,,414,3.56,89887,9700.01,0.00165048,182,37.2039,180,21157.98,,,23.47,1102.66,0.49781
7/25/2010,0.05,175192.5,3503850,7850.94,,889,9.31,90776,9450,0.00167116,182,37.1633,283,43431.45,,,23.47,1102.66,0.49781
7/26/2010,0.05,175770,3515400,7633.82,,1822,4.07,92598,11552.91,0.001747415,182,37.137,586,46826.36,,,22.73,1115.01,0.49313
7/27/2010,0.06,211653,3527550,9100.37,,470,5.83,93068,12151.5,0.001836596,182,37.0963,239,87007.6,,,23.19,1113.84,0.4875
7/28/2010,0.06,212151,3535850,9074.58,,425,5.11,93493,8300.67,0.001890297,244,37.0686,227,33477.46,,,24.25,1106.13,0.48125
7/29/2010,0.06,212628,3543800,8813.6,,3019,2.69,96512,7951.05,0.001898265,244,37.0492,249,65976.08,,,24.13,1101.53,0.475
7/30/2010,0.07,248696,3552800,10226.75,,799,3.76,97311,9000.89,0.001982687,244,37.0351,190,19719.54,,,23.5,1101.6,0.46563
7/31/2010,0.07,249333,3561900,10208.23,,323,3.28,97634,9100.3,0.00204731,244,36.9977,245,19458.78,,,23.5,1101.6,0.46563
8/1/2010,0.07,250043.5,3572050,10199.08,,297,3.18,97931,10150.31,0.002154784,244,36.9773,199,15441.58,,,23.5,1101.6,0.46563
8/2/2010,0.06,215040,3584000,8736.28,,363,15.85,98294,11950.29,0.002270353,244,36.9913,192,270230.47,,,22.01,1125.86,0.45375
8/3/2010,0.06,215766,3596100,8729.92,,397,14.37,98691,12100.21,0.002375611,244,36.9606,184,63521.91,,,22.63,1120.46,0.44469
